,date,title,dj,categories,featured_image,stream_url,playlist,duration,albums,highlights,id,stats
22,2017-02-05 00:00:00,Vol. 21-2 偶像乐曲大奖2016・Major偶像篇,mimida,"['NO MUSIC, NO IDOL']",/images/banners/21-2.jpg,https://www.lizhi.fm/1913563/2583205767536598534,"1. 欅坂46「サイレントマジョリティー」（from 1st single「サイレントマジョリティー」2016/04/06）
2. 🎙️
3. BiSH「オーケストラ」（from 3rd album「KiLLER BiSH」2016/10/05）
4. 欅坂46「二人セゾン」（from 3rd single「二人セゾン」2016/11/30）
5. 🎙️
6. わーすた「うるとらみらくるくるふぁいなるアルティメットチョコびーむ」（from 1st album「The World Standard」2016/05/04）
7. 夢みるアドレセンス「ファンタスティックパレード」（from 4th major single「おしえてシュレディンガー/ファンタスティックパレード」 2016/04/27）
8. 🎙️
9. 欅坂46「世界には愛しかない」（from 2nd single「世界には愛しかない」2016/08/10）
10. lyrical school「RUN and RUN」（from 9th single「RUN and RUN」2016/04/27）
11. 🎙️
12. 東京女子流「深海 -Hi-ra Mix-」（from 20th single「深海」2016/08/31）
13. 私立恵比寿中学「まっすぐ」（from 10th major single「まっすぐ」2016/09/21）
14. 🎙️
15. AKB48「365日の紙飛行機」（from 42nd single「唇にBe My Baby」2015/12/09）
16. Secret soundtrack?",4065,* 本期所有曲目正版付费下载均可在 Apple Music 或 amazon.co.jp 上找到。,,2583205767536598534,"{""play"": 2720, ""download"": 57, ""commentCount"": 4}"
23,2017-02-08 00:00:00,特别放送・松野莉奈「できるかな？」,mimida,['Special'],/images/banners/special-1.jpg,https://www.lizhi.fm/1913563/2584126703015995398,,320,,,2584126703015995398,"{""play"": 2131, ""download"": 51, ""commentCount"": 4}"
24,2017-02-10 00:00:00,Vol. 20-2 二十一世纪日音怪奇生命体・星期三的康帕内拉（下）,mimida,['brand new band'],/images/banners/20-2.jpg,https://www.lizhi.fm/1913563/2584391298769268230,"1. 「一休さん」（from 1st major album「SUPERMAN」2017/02/08）
2. 「世阿弥」（from 1st major album「SUPERMAN」2017/02/08）
3. 🎙️
4. 「ミツコ」（from 3rd mini album「シネマジャック」2014/02/26）
5. 「パフ」（from 1st mini album「クロールと逆上がり」2013/05/15）
6. 🎙️
7. 「ものぐさ太郎」（from 配信限定EP「ノルウェイの盛り」2013/05/25）
8. 「ウランちゃん」（from 5th mini album「ジパング」2015/11/11)
9. 🎙️
10. 「西玉夫」（from 5th mini album「ジパング」2015/11/11）
11. 「マッチ売りの少女」（from 5th mini album「ジパング」2015/11/11）",2597,"* [「クロールと逆上がり」](http://ototoy.jp/_/default/p/40780)
* [「ノルウェイの盛り」](http://ototoy.jp/_/default/p/50353)
* [「シネマジャック」](http://ototoy.jp/_/default/p/40748)
* [「ジパング」](http://ototoy.jp/_/default/p/56848)
* [「SUPERMAN」](http://ototoy.jp/_/default/p/70617)",,2584391298769268230,"{""play"": 1528, ""download"": 63, ""commentCount"": 5}"
25,2017-03-03 00:00:00,Vol. 22 我们来听新唱片！！！！,mimida,['NEW releases'],/images/banners/22.jpg,http://www.lizhi.fm/1913563/2588242553198892550,"1. D.A.N.「SSWB」（from single『SSWB』2016/12/23）
2. 🎙️
3. 港カヲル（グループ魂）「俺でいいのかい」（from 1st solo album『俺でいいのかい ~港カヲル、歌いすぎる~』2017/01/25）
4. KREVA「嘘と煩悩」（from album『嘘と煩悩』2017/02/01）
5. 🎙️
6. p1 a.k.a. 2g x 呂布カルマ「生まれては死んでいく赤道直下の赤ん坊みたいに」（from album『A New Misunderstanding』2016/11/23）
7. JJJ「PLACE TO GO」（from album『HIKARI』2017/02/22）
8. 🎙️
9. sora tob sakana「夜間飛行」（from SoundCloud 2017/01/09）
10. Maison book girl「faithlessness」（from BD『Solitude HOTEL 2F』bonus CD『faithlessness』2017/02/15）
11. 🎙️
12. 電気グルーヴ「 柿の木坂」（from album『TROPICAL LOVE』2017/03/01）",3007,"* [「SSWB」](http://ototoy.jp/_/default/p/69914)
* [「俺でいいのかい」](https://itunes.apple.com/jp/album/俺でいいのかい-港カヲル-歌いすぎる/id1194844655)
* [「嘘と煩悩」](https://itunes.apple.com/jp/album/uso-to-bonno/id1193491946)
* [「A New Misunderstanding」](https://itunes.apple.com/jp/album/a-new-misunderstanding/id1172703449)
* [「HIKARI」](https://itunes.apple.com/jp/album/hikari/id1200444348)
* [「夜間飛行」](https://soundcloud.com/sora-tob-sakana/qn2tmcpcrnaq)
* [「faithlessness」](http://ototoy.jp/_/default/p/70885)
* [「TROPICAL LOVE」](https://itunes.apple.com/jp/album/tropical-love/id1206765026)",,2588242553198892550,"{""play"": 1590, ""download"": 80, ""commentCount"": 17}"
26,2017-03-31 00:00:00,Vol. 23 我们来听新唱片！！！！！,mimida,['NEW releases'],/images/banners/23.jpg,http://www.lizhi.fm/1913563/2593418764038370822,"1. KID FRESINO「Salve feat. JJJ」（from EP『Salve』2017/01/25）
2. 中小企業「FUGA」（from 专辑『NESS』2017/03/15）
3. 🎙️
4. 963「ストロー」（from EP『夢?幻?ドロップス & ストロー』2017/02/24）
5. ちゃんみな「未成年 Feat. めっし (New Mix)」（from 专辑『未成年』2017/03/08）
6. 🎙️
7. Especia「No 1 Sweeper」（from 专辑『Wizard』2017/03/22）
8. テンテンコ「WA・ショイ！」（from LP『Wa・ショイ！ / Good bye,Good girl.』2017/04/22）
9. 🎙️
10. ikanimo「はいはい」（from 专辑『ikanimo』2016/11/16）
11. 水曜日のカンパネラ「海 その愛 feat. 加山雄三」（from 合辑『加山雄三の新世界』2017/03/08）",2578,"* [「Salve」](http://ototoy.jp/_/default/p/70116)
* [「NESS」](http://ototoy.jp/_/default/p/72709)
* [「夢？幻？ドロップス」](https://itunes.apple.com/jp/album/夢-幻-ドロップス-ストロー-ep/id1204190908?l=en)
* [「未成年」](https://itunes.apple.com/jp/album/miseinen/id1203189772)
* [「Wizard」](http://ototoy.jp/_/default/p/73095)
* [「放課後シンパシー」](http://ototoy.jp/_/default/p/65666)
* [「ikamino」](http://ototoy.jp/_/default/p/72819)
* [「加山雄三の新世界」](http://ototoy.jp/_/default/p/72108)",,2593418764038370822,"{""play"": 1133, ""download"": 70, ""commentCount"": 6}"
27,2017-04-21 00:00:00,Vol. 24 Seiho・日本新生代电音奇男,minami,['Track-Makers tracking'],/images/banners/24.jpg,http://www.lizhi.fm/1913563/2596230659799331846,"1. Seiho「Prologue」 ( From Seiho’s Official Site )
2. Seiho「Plastic」（from  3rd album「Collapse」2016/5/18）
3. Seiho「Bird Scat」（from  EP「UNREAL」2017/03/18）
4. 🎙️
5. Seiho「I Feel Rave」（from  2nd  album「ABSTRKTSEX」2013/6/19）
6. Seiho「Gynoid Feminism」（from  2nd  album「ABSTRKTSEX」2013/6/19）
7. Sugar's Campaign「香港生活」（from 1st  album「FRIENDS」2015/1/21）
8. 🎙️
9. 三浦大知「Cry & Fight」（from  19th  Single「Cry & Fight」2016/03/30）
10. 矢野顕子「Tong Poo」（from  27th  album「Welcome to Jupiter」2015/09/16）
11. 🎙️
12. Seiho & sehiorobo「Adore」（from  Seiho’s SoundCloud  2016/04/23）",2644,"* [「Collapse」](http://ototoy.jp/_/default/p/62516)
* [「Cry&Fight」](http://ototoy.jp/_/default/p/60892)",,2596230659799331846,"{""play"": 1352, ""download"": 71, ""commentCount"": 10}"
28,2017-05-12 00:00:00,Vol. 25 日本のRap进行时 🎤,davidchill,['J-Hip hop'],/images/banners/25.jpg,http://www.lizhi.fm/1913563/2600656490447357446,"1. ゆるふわギャング 「Escape To The Paradise」 (from 1st album 「Mars Ice House」 2017/4/5)
2. ISSUGI 「Heat Haze feat. Mr.PUG」 (from joint album 「DAY and NITE」 2016/11/2)
3. 🎙️
4. Moe and ghosts × 空間現代 「不通」 (from joint album 「RAP PHENOMENON」 2016/4/6)
5. あっこゴリラ 「黄熱病 -YELLOW FEVER- × STUTS」(from 1st Single 「黄熱病 -YELLOW FEVER- × STUTS」 2017/2/16)
6. 🎙️
7. IO「Notis」 (from 2nd album 「Mood Blue」 2017/4/19)
8. 唾奇 x Sweet William「South side ghetto」 (from joint album 「Jasmine」 2017/4/19)
9. 🎙️
10. TOKYO HEALTH CLUB 「MAD-ONNA ft. ZOMBIE-CHANG」 (from 3rd album 「VIBRATION」2016/6/8)
11. パブリック娘。 「25mプール」 (from 1st album 「初恋とはなんぞや」 2016/7/6)
12. 🎙️
13. 狐火 「昨日までのベスト」(from best album 「昨日までのベスト」  2017/2/15)",2708,"* [「Mars Ice House」](http://ototoy.jp/_/default/p/73023)
* [「DAY and NITE」](http://ototoy.jp/_/default/p/67044)
* [「RAP PHENOMENON」](http://ototoy.jp/_/default/p/61785)
* [「黄熱病 -YELLOW FEVER- × STUTS」](http://ototoy.jp/_/default/p/72410)
* [「Mood Blue」](http://ototoy.jp/_/default/p/73823)
* [「Jasmine」](http://ototoy.jp/_/default/p/73651)
* [「VIBRATION」](http://ototoy.jp/_/default/p/69625)
* [「初恋とはなんぞや」](http://ototoy.jp/_/default/p/63408)
* [「昨日までのベスト」](http://ototoy.jp/_/default/p/72067)",,2600656490447357446,"{""play"": 2260, ""download"": 66, ""commentCount"": 5}"
29,2017-05-26 00:00:00,Vol. 26 宇多田光之后・ZOMBIE-CHANG,mimida,['After Hikki'],/images/banners/26.jpg,http://www.lizhi.fm/1913563/2603228810785270790,"1. ZOMBIE-CHANG「I CAN&`&T GET TO SLEEP」（from 专辑『GANG!』2017/03/03）
2. ZOMBIE-CHANG「TARINAI」（from 专辑『GANG!』2017/03/03）
3. 🎙️
4. ZOMBIE-CHANG「WEEKEND」（from 专辑『GANG!』2017/03/03）
5. ZOMBIE-CHANG「KOURAKUEN」（from 专辑『GANG!』2017/03/03）
6. 🎙️
7. ZOMBIE-CHANG「summer time UKR remix」（from EP『恋のバカンス』2015/08/25）
8. YOSA「夜明け前 feat. ZOMBIE-CHANG & SALU」（from 专辑『Orion』2016/04/06）
9. 🎙️
10. ZOMBIE-CHANG「SEMETE KANASHII TOKINIWA」（from 专辑『ZOMBIE-CHANGE』2016/01/20）
11. ZOMBIE-CHANG「KAWAII BABY」（from 专辑『GANG!』2017/03/03）",2303,"* [「恋のバカンス」](https://omake-club.bandcamp.com/album/e-p-4)
* [「ZOMBIE-CHANGE」](http://ototoy.jp/_/default/p/5947)
* [「GANG!」](http://ototoy.jp/_/default/p/72419)
* [「Orion」](http://ototoy.jp/_/default/p/61715)
* [「夜明け前 feat. ZOMBIE-CHANG & SALU -」](http://ototoy.jp/_/default/p/64934)",,2603228810785270790,"{""play"": 1686, ""download"": 73, ""commentCount"": 5}"
30,2017-06-09 00:00:00,Vol. 27 我们来听新唱片！！！！！！,mimida,['NEW releases'],/images/banners/27.jpg,http://www.lizhi.fm/1913563/2606449192303099398,"1. 963「ろすとぷらねっと」（from 3rd single『ろすとぷらねっと』2017/04/05）
2. Maison book girl「end of Summer dream」（from 2nd album『image』2017/04/05）
3. 🎙️
4. Yogee New Waves「Ride on Wave」（from 2nd album『WAVES』2017/05/17）
5. There There Theres「RadicalHead」（from 1st single『Upstairs Down』2017/05/08）
6. 🎙️
7. ゆるふわギャング「Fuckin' Car」（from 1st album『Mars Ice House』2017/04/08）
8. Ittō「Inside Out」（from 3rd album『I』2017/05/10）
9. 🎙️
10. Cornelius「あなたがいるなら」（from 6th album『Mellow Waves』2017/06/28）
11. 私立恵比寿中学「感情電車」（from 4st album『エビクラシー』2017/05/31）
12. 🎙️
13. DJみそしるとMCごはん「とりのから揚げ」（from soundtrack『ごちそんぐDJの音楽』2017/03/29）
14. 清竜人25「ねえねえ...」（from 2nd album『WIFE』2017/04/12）​",3012,"* [「image」](http://ototoy.jp/_/default/p/72845)
* [「WAVES」](http://ototoy.jp/_/default/p/75126)
* [「Upstairs Down」](http://ototoy.jp/_/default/p/74514)
* [「Mars Ice House」](http://ototoy.jp/_/default/p/73023)
* [「I」](https://itunes.apple.com/jp/album/id1229561459?app=itunes&ign-mpt=uo=4)
* [「Mellow Waves」](https://itunes.apple.com/jp/album/mellow-waves/id1228895132?i=1228895140&l=en)
* [「エビクラシー」](http://mora.jp/package/43000001/4547366314014/)
* [「ごちそんぐDJの音楽」](https://itunes.apple.com/jp/album/ごちそんぐdjの音楽/id1216048645)
* [「WIFE」](http://ototoy.jp/_/default/p/73424)",,2606449192303099398,"{""play"": 1247, ""download"": 60, ""commentCount"": 2}"
31,2017-06-23 00:00:00,Vol. 28 KANDYTOWN・糖镇City-Hiphop 🍬,davidchill,['J-Hip hop'],/images/banners/28.jpg,http://www.lizhi.fm/1913563/2608459664339857926,"1. DJ PMX「Neon Wave feat. GOTTZ, MUD & IO (KANDYTOWN)」（from 3rd original album『THE ORIGINAL III』2017/5/17）
2. Ryohu「Blue Rose」（from 1st EP『All in One - EP』2017/4/5）
3. 🎙️
4. DONY JOINT「Good Times feat. Ryohu」（from 1st album『A 03 Tale, ¥ella』2017/5/24）
5. IO「City Never Sleep」（from 1st album『Soul Long』2016/2/14）
6. 🎙️
7. YOUNG JUJU「DownTown Boyz feat. Ryohu」（from 1st album『juzzy 92&`&』2016/11/23）
8. 菊丸「Lift my soul feat. Tree Mason」（from 2nd album『ON THE KORNER』2016/7/6）
9. 🎙️
10. KANDYTOWN「ODQ」（from 1st street album『BLAKK MOTEL』2015/1/25）
11. KANDYTOWN「Good Die Young」（from 1st major album『KANDYTOWN』2016/11/2）
12. 🎙️
13. KANDYTOWN「Ain’t No Holding Back」（from 1st major album『KANDYTOWN』2016/11/2）",2339,"* [「THE ORIGINAL III」](https://itunes.apple.com/jp/album/the-original-iii/id1229001586)
* [「All in One - EP」](https://itunes.apple.com/jp/album/all-in-one-ep/id1142537216)
* [「A 03 Tale, ¥ella」](http://ototoy.jp/_/default/p/74737)
* [「Soul Long」](http://ototoy.jp/_/default/p/59907)
* [「juzzy 92'」](http://ototoy.jp/_/default/p/67756)
* [「ON THE KORNER」](http://ototoy.jp/_/default/p/63406)
* [「BLAKK MOTEL」]()
* [「KANDYTOWN」](http://shop.wmg.jp/shop/g/gWPJL-10052)",,2608459664339857926,"{""play"": 1140, ""download"": 64, ""commentCount"": 8}"
32,2017-07-07 00:00:00,Vol. 29 宇多田光之后・Kaneko Ayano,mimida,['After Hikki'],/images/banners/29.jpg,https://www.lizhi.fm/1913563/2608598166298483718,"1. カネコアヤノ「とがる」（from 2nd EP『ひかれあい』2017/04/26）
2. カネコアヤノ「さよーならあなた」（from 1st EP『さよーならあなた』2016/12/07
3. 🎙️
4. カネコアヤノ「スイミング」（from 1st album 『来世はアイドル』2014/05/14）
5. カネコアヤノ「朝になって夢からさめて」（from 2nd EP『ひかれあい』2017/04/26）
6. 🎙️
7. カネコアヤノ「春」（from live album『LIVE AT ZAMZA ASAGAYA JAN.31,2017』2017/03/08）
8. カネコアヤノ「週明け」（from live album『LIVE AT ZAMZA ASAGAYA JAN.31,2017』2017/03/08）
9. 🎙️
10. カネコアヤノ「きみをしりたい」（from live album『LIVE AT ZAMZA ASAGAYA JAN.31,2017』2017/03/08）
11. カネコアヤノ「グレープフルーツ」（from live album『LIVE AT ZAMZA ASAGAYA JAN.31,2017』2017/03/08）",2043,"* [「来世はアイドル」](http://ototoy.jp/_/default/p/42223)
* [「さよーならあなた」](http://ototoy.jp/_/default/p/68342)
* [「ひかれあい」](http://ototoy.jp/_/default/p/74197)
* [「LIVE AT ZAMZA ASAGAYA JAN.31, 2017」](https://kanekoayano.theshop.jp/items/5682085)",,2608598166298483718,"{""play"": 3073, ""download"": 68, ""commentCount"": 4}"
33,2017-07-21 00:00:00,Vol. 30 日式嘻哈地下城・FREESTYLE DUNGEON: MONSTER篇 I,mimida,['J-Hip hop'],/images/banners/30.jpg,https://www.lizhi.fm/1913563/2613681554297353222,"1. 掌幻、CHICO CARLITO & 焚巻「フリースタイル・ダンジョン 2016」（from single「フリースタイル・ダンジョン 2016」2016/05/18）
2. CHICO CARLITO「朔」（from single「朔」2016/10/21）+「Intro」（from album「Carlito's Way」2016/12/07）
3. 🎙️
4. CHICO CARLITO「一陽来復 feat Chouji & 唾奇」（from album「Carlito's Way」2016/12/07）
5. MC漢 & DJ琥珀「I'm a ￥ plant」（from album「MURDARATION」2012/08/08）+「This is Freestyle」（from album「MURDARATION」2012/08/08）
6. 🎙️
7. 漢「漢流の極論」（from album「導 みちしるべ」2005/01/26）
8. DJ Krush「猛者-Mosa- featuring KAN」（from remix album「STEPPING STONES The Self-Remixed Best -lyricism-」2006/03/24）
9. 🎙️
10. MC 漢「スキミング」（from album「MURDARATION (ACAPPELLA VERSION)」2013/04/10）
11. MC漢 & DJ琥珀「光と影の街」（from album「MURDARATION」2012/08/08）",2699,"* [「フリースタイル・ダンジョン 2016」](http://t.cn/RovOdsN)
* [「朔」](https://soundcloud.com/libra-records/sets/chico-carlito)
* [「Carlito's Way」](http://ototoy.jp/_/default/p/69021)
* [「導 みちしるべ」](http://t.cn/RovOslT)
* [「MURDARATION」](http://t.cn/RovWPlC)
* [「MURDARATION (ACAPPELLA VERSION)」](http://t.cn/RovW7bt)
* [「STEPPING STONES The Self-Remixed Best -lyricism-」](http://t.cn/RovWzKM)",,2613681554297353222,"{""play"": 2658, ""download"": 66, ""commentCount"": 8}"
34,2017-08-04 00:00:00,Vol. 31 日本のRap进行时 2.o,davidchill,['J-Hip hop'],/images/banners/31.jpg,https://www.lizhi.fm/1913563/2613825092105386502,"1. KOPERU & ISSEI 「Movie Right At You」(from 1st joint album『カマトト』2017/6/14)
2. 🎙️
3. TWINKLE+ 「Midnight Run (TYO)」(from 1st album『JAPANESE YEDO MONKEY』2017/6/7)
4. MONYPETZJNKMN 「SPACY」(from 1st album『磊』2017/5/17)
5. YDIZZY 「YES」(from 1st album『DIZZiNESS』2017/6/7)
6. 🎙️
7. 鈴木真海子 「Contact」(from 1st EP 『DEEP GREEN』2017/6/21)
8. 🎙️
9. JAZZ DOMMUNISTERS「あたらしい悲しいお知らせ feat. I.C.I, OMSB」(from 2nd album 『Cupid & Bataille, Dirty Microphone』2017/6/7)
10. 🎙️
11. Paranel「僕が死んでも誰も気づかない」(from 3rd album 『スーサイド』2017/6/21)
12. VaVa 「Time Walker」(from 1st rap album 『low mind boi』2017/6/21)
13. 🎙️
14. スチャダラパーとEGO-WRAPPIN&`& 「ミクロボーイとマグロガール」(from joint single 『ミクロボーイとマグロガール』2017/5/10)",2749,"* [「カマトト」](https://itunes.apple.com/jp/album/カマトト/id1241849734?l=en)
* [「JAPANESE YEDO MONKEY」](http://ototoy.jp/_/default/p/75222)
* [「磊」](https://itunes.apple.com/jp/album/磊/id1226382387?l=en)
* [「DIZZiNESS」](http://ototoy.jp/_/default/p/75586)
* [「DEEP GREEN」](http://ototoy.jp/_/default/p/76409)
* [「Cupid & Bataille, Dirty Microphone」](https://itunes.apple.com/jp/album/cupid-bataille-dirty-microphone/id1240658620?l=en)
* [「スーサイド」](https://itunes.apple.com/jp/album/スーサイド/id1246727116?l=en)
* [「low mind boi」](http://ototoy.jp/_/default/p/75658)
* [「ミクロボーイとマグロガール」](http://ototoy.jp/_/default/p/74390)",,2613825092105386502,"{""play"": 1461, ""download"": 61, ""commentCount"": 6}"
35,2017-08-18 00:00:00,Vol. 32 日式嘻哈地下城・FREESTYLE DUNGEON: MONSTER篇 II,mimida,['J-Hip hop'],/images/banners/32.jpg,https://www.lizhi.fm/1913563/2619527691989684742,"1. Tiji Jojo「Deep End」（from mixtape「BAD HOP ALL DAY」2016/09/15）
2. T-Pablow, YZEER「Life Style」（from mixtape「BAD HOP ALL DAY」2016/09/15）
3. 🎙️
4. YZEER, T-Pablow「Ink Boyz」（from mixtape「BAD HOP ALL DAY」2016/09/15）
5. T-Pablow, Yellow Pato「Liberty」（from mixtape「BAD HOP ALL DAY」2016/09/15）
6. 🎙️
7. サイプレス上野とロベルト吉野「イントロ」（from album「コンドル」2015/09/15）
8. サイプレス上野とロベルト吉野「Bay Dream ～フロム課外授業～」（from album「ドリーム」2007/01/26）
9. サイプレス上野とロベルト吉野「横浜~藤沢 酒呑みラップ feat. Deep Sawer」（from album「ドリーム」2007/01/26）
10. 🎙️
11. サイプレス上野とロベルト吉野「音楽遊び feat. Shingo☆西成」（from album「ドリーム」2007/01/26）
12. サイプレス上野とロベルト吉野「WONDER WHEEL」（from album「WONDER WHEEL」2009/01/21）",3015,"* [「BAD HOP ALL DAY」](http://weibo.com/3782251762/FhFO6tNIp?type=comment#_rnd1503063698999)
* [「コンドル」](http://ototoy.jp/_/default/p/49870)
* [「ドリーム」](https://itunes.apple.com/jp/album/ドリーム/id973377197)
* [「Wonder Wheel」](http://ototoy.jp/_/default/p/8130)",,2619527691989684742,"{""play"": 1852, ""download"": 41, ""commentCount"": 7}"
36,2017-09-01 00:00:00,Vol. 33 我们来听新唱片......and no Hip Hop！！！！！！！,mimida,['NEW releases'],/images/banners/33.jpg,https://www.lizhi.fm/1913563/2621842720157413894,"1. Shinichi Atobe（跡部進一）「Regret」（from 3rd album『From The Heart, It's A Start, A Work Of Art』2017/05/21）
2. 🎙️
3. のん「エイリアンズ」（from digital single『エイリアンズ』2017/07/19）
4. 🎙️
5. Negicco「愛は光」（from 2nd collection『Negicco 2011～2017 -BEST- 2』2017/07/20）
6. 水曜日のカンパネラ「ピカソ」（from digital single『ピカソ』2017/07/28）
7. RYUTist「サンディー」（from 3rd album『柳都芸妓』2017/08/01）
8. 🎙️
9. 一十三十一「Varadero via L.A.」（from 9th album『ECSTASY』2017/07/19）
10. ナツ・サマー「ふたりが隣にいること」（from 1st album『Hello, future day』2017/07/05）
11. 🎙️
12. 3776「見えない《LINK MIX》Case of イトウヨシノリ」（from 1st Mix EP of season#4『公開実験《LINK MIX》』2017/08/28）
13. ・・・・・・・・・「ねぇ」（from 2nd single『CD』2017/08/16）",3360,"* [「From The Heart, It's A Start, A Work Of Art」](https://itunes.apple.com/us/album/from-the-heart-its-a-start-a-work-of-art/id1242586070)
* [「エイリアンズ」](http://ototoy.jp/_/default/p/77748)
* [「愛は光」](https://itunes.apple.com/jp/album/愛は光-single/id1254357570)
* [「ピカソ」](http://ototoy.jp/_/default/p/77687)
* [「ECSTASY」](https://itunes.apple.com/jp/album/ecstasy/id1252972172)
* [「Hello, future day」](http://ototoy.jp/_/default/p/76222)
* [「公開実験《LINK MIX》」](http://ototoy.jp/_/default/p/80210)
* [「しゅわしゅわEP」](http://ototoy.jp/_/default/p/70039)",,2621842720157413894,"{""play"": 1186, ""download"": 56, ""commentCount"": 3}"
37,2017-09-22 00:00:00,Vol. 34 日式嘻哈地下城・FREESTYLE DUNGEON: MONSTER篇 III,mimida,['J-Hip hop'],/images/banners/34.jpg,https://www.lizhi.fm/1913563/2624027675254166022,"1. ACE「朧月〜三つ巴〜 feat. R-指定, 輪入道」（from 1st album『STRAIGHT』2015/09/23）
2. DJ Krush「若輩 feat. R-指定」（from 1st rap album『軌跡』2017/06/07）
3. 🎙️
4. Creepy Nuts「みんなちがって、みんないい。」（from 1st mini album『たりないふたり』2016/01/20）
5. Creepy Nuts「未来予想図」（from 2nd mini album『助演男優賞』2017/02/01）
6. 🎙️
7. DOTAMA「神さまになった少年」（from rap sci-fi novel album『ホーリーランド』2011/01/19）
8. DOTAMA「音楽ワルキューレ 2」（from 2nd album『ニューアルバム』2015/08/12
9. 🎙️
10. Jinmenusagi「Silence Of The Goatz feat. DOTAMA」（from 2nd album『ME2!』2013/01/16）
11. DOTAMA「こんなぶっ壊れた国で」（from 2nd album『ニューアルバム』2015/08/12）",2647,"* [「STRAIGHT」](http://ototoy.jp/_/default/p/57458)
* [「軌跡」](http://ototoy.jp/_/default/p/75763)
* [「たりないふたり」](http://ototoy.jp/_/default/p/59038)
* [「助演男優賞」](http://ototoy.jp/_/default/p/79362)
* [「ホーリーランド」](http://ototoy.jp/_/default/p/17548)
* [「ニューアルバム」](http://ototoy.jp/_/default/p/54503)
* [「ME2!」](http://ototoy.jp/_/default/p/32063)",,2624027675254166022,"{""play"": 2874, ""download"": 36, ""commentCount"": 2}"
38,2017-10-20 00:00:00,Vol. 35 日本のRap进行时 3.o,davidchill,['J-Hip hop'],/images/banners/35.jpg,https://www.lizhi.fm/1913563/2631097193564891142,"1. PUNPEE「P.U.N.P.(Communication)」(from 1st album『Modern Times』2017/10/04)
2. 🎙️
3. RAU DEF「STARZ feat.PUNPEE」(from 4th album『UNISEX』2017/9/27)
4. 韻踏合組合「ポップコーン」(from 9th album 『王手』2017/9/9)
5. ZORN「いい感じ」(from 7th album『柴又日記』2017/9/13)
6. 🎙️
7. HIT「IF (feat. 椿)」(from 1st EP『Be!! - EP』2017/7/6)
8. Chelmico「DRIVE」(from EP『EP』2017/9/6)
9. 🎙️
10. kiLLa「kiLLaに気をつけな」(from 2nd EP 『kiLLa vol.2 Summer』2017/7/17)
11. Ittō x Jinmenusagi「うちゅじん feat. Savvy Williams」(from joint album 『Eternal Timer』2017/9/6)
12. 🎙️
13. ILLNANDES & ENDRUN「CZN'PASS (feat. ISSUGI)」(from joint album 『CZN'PASS』2017/9/6)
14. I-DeA「花籠 feat. NORIKIYO」(from 4th album 『SWEET HELL』2017/8/9)
15. 🎙️
16. Qiezi Mabo 「Star Beach Love」(from 1st single『Star Beach Love』2017/7/7)",3049,"* [「Modern Times」](http://ototoy.jp/_/default/p/83937)
* [「UNISEX」](http://ototoy.jp/_/default/p/83403)
* [「王手」](http://ototoy.jp/_/default/p/80949)
* [「柴又日記」](http://ototoy.jp/_/default/p/83532)
* [「Be!! - EP」](https://itunes.apple.com/jp/album/be-ep/id1251282538?l=en)
* [「EP」](http://ototoy.jp/_/default/p/78959)
* [「kiLLa vol.2 Summer」](https://itunes.apple.com/jp/album/killa-vol-2-summer-ep/id1258600624?l=en)
* [「Eternal Timer」](http://ototoy.jp/_/default/p/80578)
* [「CZN'PASS」](http://ototoy.jp/_/default/p/79848)
* [「SWEET HELL」](http://ototoy.jp/_/default/p/78632)
* [「Star Beach Love」](https://itunes.apple.com/jp/album/star-beach-love-single/id1255056195?l=en)",,2631097193564891142,"{""play"": 902, ""download"": 42, ""commentCount"": 0}"
39,2017-11-03 00:00:00,Vol. 36 Rap-Girls' Delight 1・泉まくら・Izumi Makura,stwind,['J-Hip hop'],/images/banners/36.jpg,https://www.lizhi.fm/1913563/2633759744728871430,"1. 泉まくら「愛とよべよ feat. 野崎りこん」(from 5th album『雪と砂』2017/01/25) 
2. tio「あかり feat. 泉まくら」(from 5th album『AND』2017/06/07) 
3. 🎙️
4. 泉まくら「P.S.」(from 4th album『アイデンティティー』2016/09/07) 
5. 泉まくら「睡マーよ」(「世界睡眠会議」主题曲 2016/03/20) 
6. 🎙️
7. 泉まくら「pinky」(from 3rd album『愛ならば知っている』2014/04/22) 
8. 泉まくら「幻」(from 3rd album『愛ならば知っている』2014/04/22) 
9. 🎙️
10. 泉まくら「reunion」(from album『卒業と、それまでのうとうと』2012/11/29) 
11. 泉まくら「春に」(from album『卒業と、それまでのうとうと』2012/11/29) ",2395,"* [「雪と砂」](http://ototoy.jp/_/default/p/70355)
* [「AND」](http://ototoy.jp/_/default/p/75225)
* [「アイデンティティー」](http://ototoy.jp/_/default/p/65891)
* [「睡マーよ」](https://soundcloud.com/suiminkaigi/suimmer-yo)
* [「愛ならば知っている」](http://ototoy.jp/_/default/p/51508)
* [「卒業と、それまでのうとうと」](http://ototoy.jp/_/default/p/31329)",,2633759744728871430,"{""play"": 650, ""download"": 33, ""commentCount"": 2}"
